chainage,true_wse,raster_value
104.6,237.972778412,237.9660034
104.8,237.972753809,237.9380035
105.0,237.97272922,237.927002
105.2,237.972704644,237.9219971
105.4,237.972680081,237.9279938
105.6,237.972655532,237.923996
105.8,237.972630996,237.9290009
106.0,237.972606474,237.9259949
106.2,237.972581965,237.9320068
106.4,237.972557469,237.927002
106.6,237.972532987,237.9230042
106.8,237.972508519,237.9279938
107.0,237.972484063,237.9459991
107.2,237.972459622,237.9299927
107.4,237.972435193,237.927002
107.6,237.972410778,237.9329987
107.8,237.972386377,237.9299927
108.0,237.972361989,237.9340057
108.2,237.972337614,237.9730072
108.4,237.972313253,237.9649963
108.6,237.972288905,237.9349976
108.8,237.97226457,237.9329987
109.0,237.972240249,237.9340057
109.2,237.972215942,237.9320068
109.4,237.972191648,237.9380035
109.6,237.972167367,237.9869995
109.8,237.9721431,237.9819946
110.0,237.972118846,237.9530029
110.2,237.972094605,237.9409943
110.4,237.972070378,237.9730072
110.6,237.972046165,237.9409943
110.8,237.972021965,237.9440002
111.0,237.971997778,237.951004
111.2,237.971973605,237.9519958
111.4,237.971949445,237.9400024
111.6,237.971925298,237.9450073
111.8,237.971901165,237.9250031
112.0,237.971877046,237.9250031
112.2,237.971852939,237.9259949
112.4,237.971828847,237.9299927
112.6,237.971804767,237.9259949
112.8,237.971780701,237.9429932
113.0,237.971756649,237.9429932
113.2,237.97173261,237.9340057
113.4,237.971708584,237.9299927
113.6,237.971684572,237.9360046
113.8,237.971660573,237.9409943
114.0,237.971636588,237.9459991
114.2,237.971612616,237.9459991
114.4,237.971588657,237.9349976
114.6,237.971564712,237.9680023
114.8,237.971540781,237.9869995
115.0,237.971516862,237.9850006
115.2,237.971492958,237.9609985
115.4,237.971469066,237.9909973
115.6,237.971445188,237.977005
115.8,237.971421324,237.9669952
116.0,237.971397473,237.9259949
116.2,237.971373635,237.9309998
116.4,237.971349811,237.9259949
116.6,237.971326,237.9320068
116.8,237.971302203,237.9360046
117.0,237.971278419,237.9290009
117.2,237.971254648,237.9320068
117.4,237.971230891,238.0440063
117.6,237.971207147,238.1529999
117.8,237.971183417,238.1690063
118.0,237.9711597,238.1490021
118.2,237.971135997,238.0549927
118.4,237.971112307,237.970993
118.6,237.97108863,237.9279938
118.8,237.971064967,237.9989929
119.0,237.971041317,237.9730072
119.2,237.971017681,237.9089966
119.4,237.970994058,237.9109955
119.6,237.970970449,237.927002
119.8,237.970946853,237.9609985
120.0,237.97092327,237.9329987
120.2,237.970899701,237.9369965
120.4,237.970876145,238.0339966
120.6,237.970852603,237.9570007
120.8,237.970829074,237.9259949
121.0,237.970805559,237.9279938
121.2,237.970782057,237.9290009
121.4,237.970758568,237.9279938
121.6,237.970735093,237.9340057
121.8,237.970711631,237.9299927
122.0,237.970688183,237.9259949
122.2,237.970664748,237.9219971
122.4,237.970641326,237.9210052
122.6,237.970617918,237.9329987
122.8,237.970594524,237.9290009
123.0,237.970571142,237.927002
123.2,237.970547775,237.9219971
123.4,237.97052442,237.9259949
123.6,237.970501079,237.9299927
123.8,237.970477752,237.927002
124.0,237.970454438,237.9299927
124.2,237.970431137,237.9199982
124.4,237.97040785,237.9250031
124.6,237.970384576,237.9210052
124.8,237.970361316,237.9259949
125.0,237.970338069,237.9309998
125.2,237.970314835,237.9329987
125.4,237.970291615,237.9290009
125.6,237.970268409,237.9389954
125.8,237.970245215,237.9550018
126.0,237.970222035,237.9299927
126.2,237.970198869,237.9349976
126.4,237.970175716,237.9349976
126.6,237.970152577,237.9539948
126.8,237.97012945,237.9629974
127.0,237.970106338,238.5149994
127.2,237.970083238,238.6100006
127.4,237.970060153,238.5149994
127.6,237.97003708,238.552002
127.8,237.970014021,238.6069946
128.0,237.969990976,238.6309967
128.2,237.969967944,238.4140015
128.4,237.969944925,238.3300018
128.6,237.96992192,238.223999
128.8,237.969898928,238.1320038
129.0,237.969875949,238.272995
129.2,237.969852984,238.2810059
129.4,237.969830033,238.3009949
129.6,237.969807094,238.2570038
129.8,237.96978417,238.2050018
130.0,237.969761258,238.1790009
130.2,237.969738361,238.2089996
130.4,237.969715476,238.9429932
130.6,237.969692605,238.8119965
130.8,237.969669747,238.9219971
131.0,237.969646903,238.102005
131.2,237.969624072,238.0449982
131.4,237.969601255,237.9279938
131.6,237.969578451,237.9320068
131.8,237.969555661,237.9450073
132.0,237.969532884,237.9329987
132.2,237.96951012,237.9859924
132.4,237.96948737,238.3880005
132.6,237.969464633,238.2980042
132.8,237.96944191,238.2120056
133.0,237.9694192,237.9600067
133.2,237.969396503,237.9380035
133.4,237.96937382,237.9120026
133.6,237.969351151,237.9019928
133.8,237.969328494,237.8710022
134.0,237.969305852,238.0330048
134.2,237.969283222,237.9880066
134.4,237.969260606,238.003006
134.6,237.969238004,238.4329987
134.8,237.969215415,238.6450043
135.0,237.969192839,238.628006
135.2,237.969170277,238.0879974
135.4,237.969147728,238.5800018
135.6,237.969125193,238.3350067
135.8,237.969102671,238.4519958
136.0,237.969080162,238.7149963
136.2,237.969057667,238.8809967
136.4,237.969035185,238.3999939
136.6,237.969012717,238.4340057
136.8,237.968990262,238.1419983
137.0,237.968967821,238.0829926
137.2,237.968945393,237.9689941
137.4,237.968922978,237.9210052
137.6,237.968900577,237.9340057
137.8,237.968878189,237.9320068
138.0,237.968855815,237.9579926
138.2,237.968833454,237.9329987
138.4,237.968811107,237.9259949
138.6,237.968788773,237.9250031
138.8,237.968766452,237.9250031
139.0,237.968744145,237.927002
139.2,237.968721851,237.9329987
139.4,237.968699571,237.9290009
139.6,237.968677304,237.9409943
139.8,237.968655051,237.9440002
140.0,237.96863281,237.9389954
140.2,237.968610584,237.9320068
140.4,237.968588371,238.0070038
140.6,237.968566171,237.9949951
140.8,237.968543985,237.9290009
141.0,237.968521812,237.9620056
141.2,237.968499652,237.9570007
141.4,237.968477506,237.9250031
141.6,237.968455374,237.9309998
141.8,237.968433254,237.9279938
142.0,237.968411149,237.9329987
142.2,237.968389056,237.9210052
142.4,237.968366977,237.9539948
142.6,237.968344912,237.9400024
142.8,237.96832286,237.9550018
143.0,237.968300821,237.9499969
143.2,237.968278796,237.9499969
